"date","wtr_yr","weighted_swe.mm","weighted_precip.mm","weighted_pcumul.mm","m3_s","mm_day","Tmax_c","Tmean_c","Tmin_c","RHmin","RHmax","month","day","SWEdiff.mm","Pdiff.mm","input.mm"
2017-10-01,2018,13.3152,26.77668,26.77668,0.00862327024708839,0.282216117177438,5.55,0.8,-3.95,43.1,90.6,"10","01",0,0,0
2017-10-02,2018,46.6908,7.65048,34.42716,0.00743262317944718,0.243249485872817,1.95,-1.6,-5.15,60.3,91.75,"10","02",33.3756,7.65048,0
2017-10-03,2018,53.436,1.91262,36.33978,0.00714875203613118,0.233959157546111,5.25,-0.7,-6.65,41.2,91.25,"10","03",6.7452,1.91262,0
2017-10-04,2018,53.436,0,36.33978,0.00703656312848214,0.230287520568506,12.75,6.2,-0.35,28.85,85.95,"10","04",0,0,0
2017-10-05,2018,51.1584,0,36.33978,0.00704443454964855,0.230545130715771,12.75,6.65,0.55,27.45,78.6,"10","05",-2.2776,0,2.2776
2017-10-06,2018,48.9684,0,36.33978,0.00723109141282686,0.236653900783425,4.75,0.25,-4.25,32.95,70.35,"10","06",-2.19,0,2.19
2017-10-07,2018,48.9684,0,36.33978,0.00720129708831976,0.235678813799556,9.95,3.2,-3.55,21,65.05,"10","07",0,0,0
2017-10-08,2018,48.9684,0,36.33978,0.0072654684904275,0.237778968777627,11.35,2.5,-6.35,18.55,74.95,"10","08",0,0,0
2017-10-09,2018,46.6908,1.91262,38.2524,0.00744639310327884,0.243700137925489,-5.25,-7.8,-10.35,56.8,87.8,"10","09",-2.2776,1.91262,0
2017-10-10,2018,46.6908,1.91262,40.16502,0.00758526522244852,0.24824504364377,7.45,-1.8,-11.05,15.35,67.25,"10","10",0,1.91262,0
2017-10-11,2018,48.9684,1.91262,42.07764,0.00767103878670723,0.251052178474055,11.05,4.1,-2.85,12.25,47.15,"10","11",2.2776,1.91262,0
2017-10-12,2018,51.1584,0,42.07764,0.00774963304360382,0.253624354154307,11.25,5.05,-1.15,19.05,62.6,"10","12",2.19,0,0
2017-10-13,2018,51.1584,0,42.07764,0.00437857157562147,0.143298706111248,9.35,3.45,-2.45,20.65,64.35,"10","13",0,0,0
2017-10-14,2018,51.1584,0,42.07764,0.00436443676441736,0.142836112290023,2.65,-3.3,-9.25,28.2,74.85,"10","14",0,0,0
2017-10-15,2018,51.1584,0,42.07764,0.00425654414110267,0.139305080981542,7.45,-0.1,-7.65,16.2,63,"10","15",0,0,0
2017-10-16,2018,51.1584,0,42.07764,0.00422183182506987,0.138169041547741,10.95,4.35,-2.25,12.35,48.15,"10","16",0,0,0
2017-10-17,2018,51.1584,0,42.07764,0.00422019212486914,0.138115378632081,10.65,4.2,-2.25,11.1,41.55,"10","17",0,0,0
2017-10-18,2018,51.1584,0,42.07764,NA,NA,11.25,5.3,-0.65,12.25,42.45,"10","18",0,0,0
2017-10-19,2018,51.1584,0,42.07764,NA,NA,12.15,5.9,-0.35,16.1,52.75,"10","19",0,0,0
2017-10-20,2018,51.1584,1.91262,43.99026,NA,NA,10.45,2.15,-6.15,27.45,96.6,"10","20",0,1.91262,1.91262
2017-10-21,2018,55.626,0,43.99026,NA,NA,-4.35,-7.1,-9.85,46.6,75.65,"10","21",4.4676,0,0
2017-10-22,2018,55.626,0,43.99026,NA,NA,4.65,-1.05,-6.75,27.6,70.6,"10","22",0,0,0
2017-10-23,2018,55.626,0,43.99026,NA,NA,5.25,0.5,-4.25,31.2,74.05,"10","23",0,0,0
2017-10-24,2018,55.626,0,43.99026,NA,NA,5.05,-0.25,-5.55,23.6,62.25,"10","24",0,0,0
2017-10-25,2018,55.626,0,43.99026,NA,NA,11.65,4.45,-2.75,15.45,57.3,"10","25",0,0,0
2017-10-26,2018,55.626,0,43.99026,NA,NA,3.75,-3,-9.75,29.25,91.35,"10","26",0,0,0
2017-10-27,2018,55.626,0,43.99026,NA,NA,-1.65,-6.4,-11.15,34.25,77.5,"10","27",0,0,0
2017-10-28,2018,55.626,0,43.99026,NA,NA,-1.45,-3.55,-5.65,50.25,80.4,"10","28",0,0,0
2017-10-29,2018,57.816,0,43.99026,NA,NA,6.35,0.15,-6.05,27.65,87.5,"10","29",2.19,0,0
2017-10-30,2018,60.0936,0,43.99026,NA,NA,-0.55,-3.3,-6.05,50.65,77.15,"10","30",2.27759999999999,0,0
2017-10-31,2018,60.0936,0,43.99026,NA,NA,0.75,-1.9,-4.55,44.45,73.7,"10","31",0,0,0
2017-11-01,2018,60.0936,1.91262,45.90288,NA,NA,4.85,1.75,-1.35,28.5,47.85,"11","01",0,1.91262,1.91262
2017-11-02,2018,62.2836,0,45.90288,NA,NA,7.55,2.8,-1.95,30.45,71.95,"11","02",2.19,0,0
2017-11-03,2018,62.2836,0,45.90288,NA,NA,7.35,2.15,-3.05,28.3,68.8,"11","03",0,0,0
2017-11-04,2018,62.2836,0,45.90288,NA,NA,2.25,-0.4,-3.05,43.4,66.15,"11","04",0,0,0
2017-11-05,2018,62.2836,5.73786,51.64074,NA,NA,0.45,-1.7,-3.85,48.15,70.15,"11","05",0,5.73786,0
2017-11-06,2018,68.9412,1.91262,53.55336,NA,NA,1.35,-2.3,-5.95,43,75.85,"11","06",6.65760000000002,1.91262,0
2017-11-07,2018,71.2188,7.65048,61.20384,NA,NA,-0.95,-6.05,-11.15,56.85,100,"11","07",2.27759999999999,7.65048,0
2017-11-08,2018,80.0664,0,61.20384,NA,NA,4.45,-4.5,-13.45,27.55,84.8,"11","08",8.8476,0,0
2017-11-09,2018,80.0664,1.91262,63.11646,NA,NA,6.25,-0.4,-7.05,17.5,57.65,"11","09",0,1.91262,0
2017-11-10,2018,82.344,0,63.11646,NA,NA,6.85,1.35,-4.15,25,65.5,"11","10",2.27759999999999,0,0
2017-11-11,2018,82.344,0,63.11646,NA,NA,2.55,-2.95,-8.45,36.45,91,"11","11",0,0,0
2017-11-12,2018,82.344,0,63.11646,NA,NA,4.65,-1.95,-8.55,24.25,76.25,"11","12",0,0,0
2017-11-13,2018,82.344,0,63.11646,NA,NA,7.55,2.75,-2.05,21.35,53.05,"11","13",0,0,0
2017-11-14,2018,84.534,0,63.11646,NA,NA,6.95,0.3,-6.35,23.95,72.95,"11","14",2.19000000000001,0,0
2017-11-15,2018,84.534,0,63.11646,NA,NA,4.25,-1.35,-6.95,24.15,66.7,"11","15",0,0,0
2017-11-16,2018,84.534,1.91262,65.02908,NA,NA,7.65,2.45,-2.75,24.95,59,"11","16",0,1.91262,1.91262
2017-11-17,2018,86.8116,7.65048,72.67956,NA,NA,1.55,-5.95,-13.45,49.55,100,"11","17",2.27759999999999,7.65048,0
2017-11-18,2018,102.3168,0,72.67956,NA,NA,-6.15,-11.15,-16.15,43.05,91.25,"11","18",15.5052,0,0
2017-11-19,2018,102.3168,1.91262,74.59218,NA,NA,0.55,-5.7,-11.95,22.25,63.6,"11","19",0,1.91262,0
2017-11-20,2018,104.5944,3.82524,78.41742,NA,NA,2.95,-2.4,-7.75,19.65,49.35,"11","20",2.27760000000001,3.82523999999999,0
2017-11-21,2018,109.062,3.82524,82.24266,NA,NA,-0.25,-2.45,-4.65,51.15,72.5,"11","21",4.46759999999999,3.82524000000001,0
2017-11-22,2018,113.442,0,82.24266,NA,NA,1.95,-0.85,-3.65,56.4,85.3,"11","22",4.38,0,0
2017-11-23,2018,113.442,0,82.24266,NA,NA,6.55,1.95,-2.65,33.9,70.65,"11","23",0,0,0
2017-11-24,2018,113.442,0,82.24266,NA,NA,6.05,0.8,-4.45,31.55,72.45,"11","24",0,0,0
2017-11-25,2018,113.442,0,82.24266,NA,NA,4.65,0.15,-4.35,30.15,63.75,"11","25",0,0,0
2017-11-26,2018,113.442,0,82.24266,NA,NA,9.05,3.4,-2.25,19.9,53.7,"11","26",0,0,0
2017-11-27,2018,113.442,0,82.24266,NA,NA,10.65,4.2,-2.25,18.25,55.85,"11","27",0,0,0
2017-11-28,2018,113.442,0,82.24266,NA,NA,2.05,-2.65,-7.35,40.05,82.95,"11","28",0,0,0
2017-11-29,2018,113.442,0,82.24266,NA,NA,4.15,-1.4,-6.95,27.85,73.45,"11","29",0,0,0
2017-11-30,2018,113.442,0,82.24266,NA,NA,3.05,-2.15,-7.35,28.35,71.3,"11","30",0,0,0
2017-12-01,2018,113.442,0,82.24266,NA,NA,2.35,-1,-4.35,40.45,67.05,"12","01",0,0,0
2017-12-02,2018,115.7196,0,82.24266,NA,NA,4.15,-0.2,-4.55,37.5,69.8,"12","02",2.27760000000001,0,0
2017-12-03,2018,115.7196,0,82.24266,NA,NA,4.65,-1.95,-8.55,34.6,89.6,"12","03",0,0,0
2017-12-04,2018,117.9096,1.91262,84.15528,NA,NA,-8.75,-12.5,-16.25,54.95,85.75,"12","04",2.19,1.91262,0
2017-12-05,2018,124.5672,0,84.15528,NA,NA,-5.75,-12.1,-18.45,38.6,88.7,"12","05",6.65759999999999,0,0
2017-12-06,2018,124.5672,0,84.15528,NA,NA,-12.05,-15,-17.95,53.35,79.8,"12","06",0,0,0
2017-12-07,2018,124.5672,3.82524,87.98052,NA,NA,-10.85,-14.65,-18.45,56.85,90.85,"12","07",0,3.82523999999999,0
2017-12-08,2018,129.0348,1.91262,89.89314,NA,NA,-3.05,-7.9,-12.75,42.05,76.75,"12","08",4.46760000000003,1.91262,0
2017-12-09,2018,131.3124,0,89.89314,NA,NA,-0.55,-6.35,-12.15,27.35,61.3,"12","09",2.27759999999998,0,0
2017-12-10,2018,131.3124,1.91262,91.80576,NA,NA,1.35,-4.8,-10.95,22.65,54.6,"12","10",0,1.91262,0
2017-12-11,2018,133.5024,0,91.80576,NA,NA,1.65,-3.7,-9.05,22.5,51.7,"12","11",2.19,0,0
2017-12-12,2018,133.5024,1.91262,93.71838,NA,NA,3.95,-1.6,-7.15,28.75,61.9,"12","12",0,1.91262,0
2017-12-13,2018,135.6924,0,93.71838,NA,NA,1.15,-4.1,-9.35,30.65,65.35,"12","13",2.19,0,0
2017-12-14,2018,135.6924,0,93.71838,NA,NA,-7.55,-11.3,-15.05,54.7,94.9,"12","14",0,0,0
2017-12-15,2018,135.6924,1.91262,95.631,NA,NA,0.35,-7.1,-14.55,24.45,64.5,"12","15",0,1.91262,0
2017-12-16,2018,140.16,0,95.631,NA,NA,1.85,-3.4,-8.65,29.5,61.85,"12","16",4.4676,0,0
2017-12-17,2018,140.16,0,95.631,NA,NA,-2.45,-7.5,-12.55,39.4,86.05,"12","17",0,0,0
2017-12-18,2018,140.16,0,95.631,NA,NA,-1.05,-6.8,-12.55,45.2,91.45,"12","18",0,0,0
2017-12-19,2018,140.16,0,95.631,NA,NA,0.45,-4.8,-10.05,39,78.9,"12","19",0,0,0
2017-12-20,2018,140.16,0,95.631,NA,NA,3.25,-2.65,-8.55,26.5,61.85,"12","20",0,0,0
2017-12-21,2018,142.4376,1.91262,97.54362,NA,NA,-5.05,-10.1,-15.15,58.8,100,"12","21",2.27760000000001,1.91262,0
2017-12-22,2018,144.6276,1.91262,99.45624,NA,NA,-6.55,-12.45,-18.35,44.85,100,"12","22",2.19,1.91262,0
2017-12-23,2018,146.8176,11.47572,110.93196,NA,NA,-7.45,-11.85,-16.25,57.7,100,"12","23",2.19,11.47572,0
2017-12-24,2018,164.688,3.82524,114.7572,NA,NA,-7.95,-12.8,-17.65,36.9,76.95,"12","24",17.8704,3.82524000000002,0
2017-12-25,2018,169.068,13.38834,128.14554,NA,NA,-5.65,-7.45,-9.25,59.7,73.1,"12","25",4.38000000000002,13.38834,0
2017-12-26,2018,184.6608,0,128.14554,NA,NA,-3.55,-7.55,-11.55,45.4,87.85,"12","26",15.5928,0,0
2017-12-27,2018,184.6608,1.91262,130.05816,NA,NA,-2.55,-7.5,-12.45,33,67.05,"12","27",0,1.91262,0
2017-12-28,2018,186.9384,0,130.05816,NA,NA,0.55,-3,-6.55,27,43.25,"12","28",2.27759999999998,0,0
2017-12-29,2018,186.9384,0,130.05816,NA,NA,3.45,-0.4,-4.25,23.35,41.95,"12","29",0,0,0
2017-12-30,2018,186.9384,0,130.05816,NA,NA,4.75,-1.1,-6.95,19.25,47.35,"12","30",0,0,0
2017-12-31,2018,186.9384,0,130.05816,NA,NA,-4.55,-10,-15.45,44,95.2,"12","31",0,0,0
2018-01-01,2018,186.9384,0,130.05816,NA,NA,-2.25,-8.05,-13.85,34.55,76.2,"01","01",0,0,0
2018-01-02,2018,186.9384,0,130.05816,NA,NA,-5.05,-10.65,-16.25,32.3,73.9,"01","02",0,0,0
2018-01-03,2018,186.9384,0,130.05816,NA,NA,0.65,-5.8,-12.25,21.9,57.25,"01","03",0,0,0
2018-01-04,2018,186.9384,0,130.05816,NA,NA,1.15,-4.45,-10.05,22,52.15,"01","04",0,0,0
2018-01-05,2018,186.9384,0,130.05816,NA,NA,1.45,-3.25,-7.95,34.75,67.9,"01","05",0,0,0
2018-01-06,2018,186.9384,3.82524,133.8834,NA,NA,0.65,-3.25,-7.15,47.35,79.2,"01","06",0,3.82524000000001,0
2018-01-07,2018,195.786,0,133.8834,NA,NA,-2.85,-6.35,-9.85,57.05,91.85,"01","07",8.8476,0,0
2018-01-08,2018,195.786,1.91262,135.79602,NA,NA,5.65,-1.45,-8.55,28.25,69.1,"01","08",0,1.91262,0
2018-01-09,2018,198.0636,0,135.79602,NA,NA,3.65,-0.5,-4.65,43.65,72.55,"01","09",2.27760000000001,0,0
2018-01-10,2018,198.0636,5.73786,141.53388,NA,NA,-0.65,-6.6,-12.55,57.25,100,"01","10",0,5.73785999999998,0
2018-01-11,2018,206.9112,0,141.53388,NA,NA,-8.45,-11.7,-14.95,56.75,80.95,"01","11",8.84759999999997,0,0
2018-01-12,2018,206.9112,11.47572,153.0096,NA,NA,-6.05,-8.45,-10.85,63,83.35,"01","12",0,11.47572,0
2018-01-13,2018,220.314,0,153.0096,NA,NA,-4.75,-7.85,-10.95,55.9,80.25,"01","13",13.4028,0,0
2018-01-14,2018,220.314,0,153.0096,NA,NA,-1.45,-6.1,-10.75,41,85.35,"01","14",0,0,0
2018-01-15,2018,220.314,0,153.0096,NA,NA,-6.15,-12.45,-18.75,49.7,100,"01","15",0,0,0
2018-01-16,2018,220.314,0,153.0096,NA,NA,-3.55,-11.2,-18.85,17.75,54.95,"01","16",0,0,0
2018-01-17,2018,220.314,0,153.0096,NA,NA,-0.45,-6.9,-13.35,24.35,63.85,"01","17",0,0,0
2018-01-18,2018,220.314,1.91262,154.92222,NA,NA,3.05,-3.5,-10.05,29.25,69.05,"01","18",0,1.91261999999998,0
2018-01-19,2018,222.504,1.91262,156.83484,NA,NA,5.45,0.35,-4.75,26.6,61.25,"01","19",2.19,1.91262,0
2018-01-20,2018,224.694,0,156.83484,NA,NA,3.85,-2.4,-8.65,35.35,86.75,"01","20",2.19,0,0
2018-01-21,2018,226.9716,3.82524,160.66008,NA,NA,-8.45,-12.65,-16.85,68.6,99.5,"01","21",2.27760000000004,3.82524000000001,0
2018-01-22,2018,235.8192,1.91262,162.5727,NA,NA,-8.45,-13.8,-19.15,39.45,78.1,"01","22",8.84759999999997,1.91262,0
2018-01-23,2018,238.0968,0,162.5727,NA,NA,-7.95,-12.25,-16.55,43.15,82.6,"01","23",2.27760000000001,0,0
2018-01-24,2018,238.0968,3.82524,166.39794,NA,NA,-0.85,-8.05,-15.25,26.5,71.55,"01","24",0,3.82524000000001,0
2018-01-25,2018,242.5644,1.91262,168.31056,NA,NA,2.35,-3.8,-9.95,18.7,48.95,"01","25",4.46759999999998,1.91261999999998,0
2018-01-26,2018,244.7544,1.91262,170.22318,NA,NA,-8.85,-13.2,-17.55,51.1,92.25,"01","26",2.19,1.91262,0
2018-01-27,2018,246.9444,1.91262,172.1358,NA,NA,-5.75,-12,-18.25,36.75,85.3,"01","27",2.19,1.91262,0
2018-01-28,2018,249.222,1.91262,174.04842,NA,NA,-3.95,-7.85,-11.75,48.75,82.05,"01","28",2.27760000000004,1.91261999999998,0
2018-01-29,2018,253.6896,0,174.04842,NA,NA,0.85,-4.35,-9.55,39.05,79.1,"01","29",4.4676,0,0
2018-01-30,2018,253.6896,1.91262,175.96104,NA,NA,4.25,-1.25,-6.75,25.35,55.8,"01","30",0,1.91262,0
2018-01-31,2018,255.8796,0,175.96104,NA,NA,0.75,-2.15,-5.05,34.85,50.15,"01","31",2.19,0,0
2018-02-01,2018,255.8796,1.91262,177.87366,NA,NA,-2.95,-5.25,-7.55,46.8,60.75,"02","01",0,1.91262,0
2018-02-02,2018,260.3472,1.91262,179.78628,NA,NA,2.25,-1.9,-6.05,41.5,65.3,"02","02",4.46759999999998,1.91261999999998,0
2018-02-03,2018,264.8148,3.82524,183.61152,NA,NA,-1.25,-3.85,-6.45,53.85,69.65,"02","03",4.4676,3.82524000000001,0
2018-02-04,2018,269.1948,1.91262,185.52414,NA,NA,0.15,-2.85,-5.85,48.45,64.05,"02","04",4.38,1.91262,0
2018-02-05,2018,271.4724,11.47572,196.99986,NA,NA,-2.75,-5.85,-8.95,55.7,75.45,"02","05",2.27760000000001,11.47572,0
2018-02-06,2018,284.7876,0,196.99986,NA,NA,-4.85,-8.4,-11.95,54.15,85.2,"02","06",13.3152,0,0
2018-02-07,2018,284.7876,1.91262,198.91248,NA,NA,-1.95,-7.15,-12.35,41.8,84.55,"02","07",0,1.91262,0
2018-02-08,2018,287.0652,1.91262,200.8251,NA,NA,0.45,-4.2,-8.85,41.95,74.7,"02","08",2.27760000000001,1.91262000000003,0
2018-02-09,2018,289.2552,1.91262,202.73772,NA,NA,0.85,-3.3,-7.45,33.8,56.9,"02","09",2.19,1.91262,0
2018-02-10,2018,293.7228,5.73786,208.47558,NA,NA,-5.25,-11.6,-17.95,58.4,100,"02","10",4.4676,5.73786000000001,0
2018-02-11,2018,302.5704,1.91262,210.3882,NA,NA,-4.75,-12.1,-19.45,33.7,94.6,"02","11",8.8476,1.91262,0
2018-02-12,2018,304.848,7.65048,218.03868,NA,NA,-1.25,-6.4,-11.55,37.45,79.15,"02","12",2.27760000000001,7.65048000000002,0
2018-02-13,2018,311.5056,0,218.03868,NA,NA,-0.05,-4.7,-9.35,46.15,84.55,"02","13",6.6576,0,0
2018-02-14,2018,311.5056,1.91262,219.9513,NA,NA,1.05,-2.9,-6.85,44.45,64,"02","14",0,1.91262000000003,0
2018-02-15,2018,315.9732,1.91262,221.86392,NA,NA,-4.65,-10.25,-15.85,55.55,100,"02","15",4.46759999999995,1.91262,0
2018-02-16,2018,320.4408,3.82524,225.68916,NA,NA,-3.05,-10.7,-18.35,32.65,96.75,"02","16",4.46760000000006,3.82523999999998,0
2018-02-17,2018,322.6308,1.91262,227.60178,NA,NA,-1.15,-6.85,-12.55,30.5,56.6,"02","17",2.19,1.91262000000003,0
2018-02-18,2018,324.8208,1.91262,229.5144,NA,NA,3.25,-1.95,-7.15,25.95,48.35,"02","18",2.19,1.91262,0
2018-02-19,2018,327.0984,0,229.5144,NA,NA,-0.45,-8.3,-16.15,34.75,100,"02","19",2.27759999999995,0,0
2018-02-20,2018,327.0984,0,229.5144,NA,NA,-13.05,-17.75,-22.45,49.55,100,"02","20",0,0,0
2018-02-21,2018,327.0984,0,229.5144,NA,NA,-7.35,-15.25,-23.15,39.8,100,"02","21",0,0,0
2018-02-22,2018,327.0984,1.91262,231.42702,NA,NA,-7.35,-12.55,-17.75,53,100,"02","22",0,1.91262,0
2018-02-23,2018,331.566,3.82524,235.25226,NA,NA,-6.05,-12.15,-18.25,41.65,94.4,"02","23",4.4676,3.82524000000001,0
2018-02-24,2018,338.2236,0,235.25226,NA,NA,-13.25,-16.55,-19.85,49.8,70.55,"02","24",6.65760000000006,0,0
2018-02-25,2018,338.2236,0,235.25226,NA,NA,-10.55,-14.5,-18.45,40.1,70.45,"02","25",0,0,0
2018-02-26,2018,338.2236,3.82524,239.0775,NA,NA,-0.45,-7.35,-14.25,26,81.65,"02","26",0,3.82523999999998,0
2018-02-27,2018,340.4136,0,239.0775,NA,NA,0.55,-5.85,-12.25,25.35,65.65,"02","27",2.19,0,0
2018-02-28,2018,340.4136,0,239.0775,NA,NA,-1.85,-8,-14.15,35.75,79.3,"02","28",0,0,0
2018-03-01,2018,340.4136,1.91262,240.99012,NA,NA,2.25,-5.4,-13.05,26.8,78.35,"03","01",0,1.91262,0
2018-03-02,2018,342.6912,1.91262,242.90274,NA,NA,4.85,-1.7,-8.25,21.4,53.65,"03","02",2.27759999999995,1.91262000000003,0
2018-03-03,2018,344.8812,0,242.90274,NA,NA,7.25,0.9,-5.45,16.75,42.9,"03","03",2.19,0,0
2018-03-04,2018,347.0712,0,242.90274,NA,NA,3.35,-6.7,-16.75,16.15,57.2,"03","04",2.19,0,0
2018-03-05,2018,347.0712,0,242.90274,NA,NA,-12.35,-15.05,-17.75,49.5,64.75,"03","05",0,0,0
2018-03-06,2018,347.0712,1.91262,244.81536,NA,NA,-5.75,-12.15,-18.55,34.2,84.85,"03","06",0,1.91262,0
2018-03-07,2018,349.3488,1.91262,246.72798,NA,NA,-0.55,-7.35,-14.15,23.5,61.9,"03","07",2.27760000000001,1.91262000000003,0
2018-03-08,2018,351.5388,1.91262,248.6406,NA,NA,2.85,-2.95,-8.75,22,50.5,"03","08",2.19000000000005,1.91262,0
2018-03-09,2018,353.8164,0,248.6406,NA,NA,2.05,-2.35,-6.75,30.2,48.9,"03","09",2.27759999999995,0,0
2018-03-10,2018,353.8164,1.91262,250.55322,NA,NA,-2.65,-8.35,-14.05,45.65,95.35,"03","10",0,1.91262,0
2018-03-11,2018,358.1964,3.82524,254.37846,NA,NA,2.55,-6.3,-15.15,20.9,73.2,"03","11",4.38,3.82524000000001,0
2018-03-12,2018,362.664,0,254.37846,NA,NA,1.85,-4.35,-10.55,28.95,67.5,"03","12",4.4676,0,0
2018-03-13,2018,362.664,0,254.37846,NA,NA,3.75,-3.55,-10.85,25.65,69.2,"03","13",0,0,0
2018-03-14,2018,364.9416,1.91262,256.29108,NA,NA,5.85,0.1,-5.65,28.35,62.25,"03","14",2.27760000000001,1.91262000000003,0
2018-03-15,2018,367.1316,3.82524,260.11632,NA,NA,4.85,-1.75,-8.35,33.15,70.95,"03","15",2.19000000000005,3.82523999999995,0
2018-03-16,2018,378.2568,5.73786,265.85418,NA,NA,-4.05,-7.8,-11.55,46.3,78.7,"03","16",11.1252,5.73786000000001,0
2018-03-17,2018,384.9144,3.82524,269.67942,NA,NA,4.25,-3.4,-11.05,23.2,69.7,"03","17",6.6576,3.82524000000001,0
2018-03-18,2018,387.192,5.73786,275.41728,NA,NA,-0.85,-6.7,-12.55,37.8,85.1,"03","18",2.27760000000001,5.73786000000001,0
2018-03-19,2018,398.3172,1.91262,277.3299,NA,NA,-3.55,-8.6,-13.65,44.5,82.4,"03","19",11.1252,1.91262,0
2018-03-20,2018,400.5072,1.91262,279.24252,NA,NA,-5.55,-9.1,-12.65,47.65,71.35,"03","20",2.19,1.91262,0
2018-03-21,2018,404.9748,3.82524,283.06776,NA,NA,1.45,-3.5,-8.45,36.55,66.4,"03","21",4.4676,3.82524000000001,0
2018-03-22,2018,407.1648,1.91262,284.98038,NA,NA,8.05,1.7,-4.65,32.45,75.15,"03","22",2.19,1.91262,0
2018-03-23,2018,409.4424,5.73786,290.71824,NA,NA,3.35,-1.9,-7.15,44.55,86.5,"03","23",2.27759999999995,5.73786000000001,0
2018-03-24,2018,418.29,3.82524,294.54348,NA,NA,6.05,-2.15,-10.35,24.75,70.95,"03","24",8.84760000000006,3.82523999999995,0
2018-03-25,2018,420.5676,0,294.54348,NA,NA,6.45,-0.25,-6.95,24.65,56.95,"03","25",2.27760000000001,0,0
2018-03-26,2018,420.5676,0,294.54348,NA,NA,2.65,-3.6,-9.85,31,63.75,"03","26",0,0,0
2018-03-27,2018,420.5676,0,294.54348,NA,NA,1.15,-5.8,-12.75,36,89.85,"03","27",0,0,0
2018-03-28,2018,420.5676,5.73786,300.28134,NA,NA,-1.45,-6.2,-10.95,44.2,77.45,"03","28",0,5.73786000000001,0
2018-03-29,2018,427.2252,3.82524,304.10658,NA,NA,-3.35,-7.3,-11.25,50,83.3,"03","29",6.65759999999995,3.82524000000001,0
2018-03-30,2018,431.6928,1.91262,306.0192,NA,NA,3.55,-3.3,-10.15,31.6,79,"03","30",4.46760000000006,1.91262,0
2018-03-31,2018,433.8828,0,306.0192,NA,NA,4.75,-0.3,-5.35,30,57.5,"03","31",2.19,0,0
2018-04-01,2018,436.0728,5.73786,311.75706,NA,NA,5.75,0.55,-4.65,28.15,57.5,"04","01",2.19,5.73786000000001,0
2018-04-02,2018,442.818,1.91262,313.66968,NA,NA,7.95,-1,-9.95,22.55,90.35,"04","02",6.74519999999995,1.91262,0
2018-04-03,2018,445.008,0,313.66968,NA,NA,-3.25,-9.7,-16.15,32.85,81.95,"04","03",2.19,0,0
2018-04-04,2018,445.008,0,313.66968,NA,NA,2.65,-2.95,-8.55,21.3,49.9,"04","04",0,0,0
2018-04-05,2018,445.008,1.91262,315.5823,NA,NA,6.45,-0.2,-6.85,29.55,75.85,"04","05",0,1.91262,0
2018-04-06,2018,449.4756,17.21358,332.79588,NA,NA,0.05,-2.35,-4.75,64.25,78.85,"04","06",4.46760000000006,17.21358,0
2018-04-07,2018,473.916,11.47572,344.2716,NA,NA,4.25,0.45,-3.35,53.35,84.35,"04","07",24.4404,11.47572,0
2018-04-08,2018,491.6988,19.1262,363.3978,NA,NA,0.25,-3.8,-7.85,53.55,87.2,"04","08",17.7828,19.1262,0
2018-04-09,2018,513.9492,5.73786,369.13566,NA,NA,1.35,-3.75,-8.85,38.25,76.9,"04","09",22.2504000000001,5.73785999999996,0
2018-04-10,2018,518.4168,0,369.13566,NA,NA,6.45,-0.85,-8.15,22.1,66.9,"04","10",4.46759999999995,0,0
2018-04-11,2018,518.4168,0,369.13566,NA,NA,9.35,4.05,-1.25,20,47.2,"04","11",0,0,0
2018-04-12,2018,518.4168,0,369.13566,NA,NA,9.45,-0.5,-10.45,18.6,75.35,"04","12",0,0,0
2018-04-13,2018,518.4168,0,369.13566,NA,NA,-7.65,-10.25,-12.85,54.85,73.9,"04","13",0,0,0
2018-04-14,2018,518.4168,5.73786,374.87352,NA,NA,-1.45,-6.75,-12.05,35.45,70.6,"04","14",0,5.73786000000001,0
2018-04-15,2018,525.0744,7.65048,382.524,NA,NA,5.25,-0.55,-6.35,26.75,60,"04","15",6.6576,7.65048000000002,0
2018-04-16,2018,531.8196,1.91262,384.43662,NA,NA,9.85,3.9,-2.05,16.1,42.3,"04","16",6.74520000000007,1.91262,0
2018-04-17,2018,534.0096,1.91262,386.34924,NA,NA,3.65,-4.4,-12.45,23.2,72.45,"04","17",2.18999999999994,1.91262,0
2018-04-18,2018,536.1996,3.82524,390.17448,NA,NA,3.05,-5.25,-13.55,21.5,70.9,"04","18",2.19000000000005,3.82524000000001,0
2018-04-19,2018,540.6672,0,390.17448,NA,NA,8.15,0.55,-7.05,16.9,58.1,"04","19",4.46760000000006,0,0
2018-04-20,2018,540.6672,7.65048,397.82496,0.00425632142752786,0.139297792173639,3.15,-1.65,-6.45,40.4,76.65,"04","20",0,7.65048000000002,0
2018-04-21,2018,549.6024,1.91262,399.73758,0.00426419491602075,0.139555469978861,-1.55,-4.45,-7.35,63.25,89.1,"04","21",8.9351999999999,1.91261999999995,0
2018-04-22,2018,554.07,0,399.73758,0.0043815798008959,0.14339715712023,8.25,2.3,-3.65,27.55,68.55,"04","22",4.46760000000006,0,0
2018-04-23,2018,554.07,0,399.73758,0.00451108051067857,0.147635362167662,10.45,3.75,-2.95,22.9,64.85,"04","23",0,0,0
2018-04-24,2018,551.7924,0,399.73758,0.00456325929369351,0.14934303142997,0.15,-4.6,-9.35,49.3,95.75,"04","24",-2.27760000000012,0,0
